가게이름,가게종류,별점,후기 개수,후기 링크,리뷰 개수,리뷰 링크,주소,지번주소,운영시간,가게 상세보기,가게 전화번호,가게 URL(M과비슷),SNS/웹 홈페이지
카페갤러리 4978,카페,2.8,14건,https://place.map.kakao.com/24124628#comment,리뷰 17,https://place.map.kakao.com/24124628#review,경남 진주시 진주성로24번길 10,(지번) 인사동 2-13,매일 14:00 ~ 22:00,https://place.map.kakao.com/24124628?openhour=1,상세보기,https://place.map.kakao.com/24124628,
시계태엽 더시크릿,갤러리카페,0.0,0건,https://place.map.kakao.com/1620647440#comment,리뷰 1,https://place.map.kakao.com/1620647440#review,경북 포항시 북구 장미길 40,(지번) 우현동 81,월~토 13:00 ~ 22:00,https://place.map.kakao.com/1620647440?openhour=1,054-277-6565,no_link,https://clockworksecret.imweb.me/
노이쾰른,카페,3.7,9건,https://place.map.kakao.com/882868995#comment,리뷰 88,https://place.map.kakao.com/882868995#review,강원 원주시 이화4길 75-1,(지번) 단계동 898-6,화~일 12:00 ~ 21:00,https://place.map.kakao.com/882868995?openhour=1,상세보기,https://place.map.kakao.com/882868995,https://www.instagram.com/n.e.u.k.o.l.l.n/
인바이트디저트,"제과,베이커리",3.7,7건,https://place.map.kakao.com/26646303#comment,리뷰 21,https://place.map.kakao.com/26646303#review,대구 중구 약령길 16 2층,(지번) 계산동2가 133,화~토 12:00 ~ 21:00,https://place.map.kakao.com/26646303?openhour=1,053-264-2069,no_link,https://instagram.com/inbite_dessert_patissier
가라지쉬다,카페,4.8,12건,https://place.map.kakao.com/836437621#comment,리뷰 11,https://place.map.kakao.com/836437621#review,충북 음성군 대소면 대물5길 8-13 나동,(지번) 대소면 오류리 181-26,월~토 11:00 ~ 21:00,https://place.map.kakao.com/836437621?openhour=1,010-6488-7559,no_link,https://www.instagram.com/garage_for_rest/
제주가는길,카페,1.7,3건,https://place.map.kakao.com/692534471#comment,리뷰 42,https://place.map.kakao.com/692534471#review,대구 수성구 파동로18길 51-5,(지번) 파동 250-7,매일 11:00 ~ 22:00,https://place.map.kakao.com/692534471?openhour=1,상세보기,https://place.map.kakao.com/692534471,https://www.instagram.com/gustojeju
안녕경안동,카페,4.4,7건,https://place.map.kakao.com/226520193#comment,리뷰 20,https://place.map.kakao.com/226520193#review,경기 광주시 통미로16번길 5-11,(지번) 송정동 100-93,화~일 11:00 ~ 22:00,https://place.map.kakao.com/226520193?openhour=1,031-797-2679,no_link,https://www.instagram.com/annyeong_0707
디어리스트,카페,3.9,9건,https://place.map.kakao.com/156359110#comment,리뷰 26,https://place.map.kakao.com/156359110#review,서울 도봉구 도봉로112길 14 1층,(지번) 창동 651-81,"영업시간 월,화,수,목,일 13:00 ~ 19:00",https://place.map.kakao.com/156359110?openhour=1,상세보기,https://place.map.kakao.com/156359110,https://www.instagram.com/cafe.dearest/
코티지생운,커피전문점,4.8,8건,https://place.map.kakao.com/183175313#comment,리뷰 52,https://place.map.kakao.com/183175313#review,강원 횡성군 횡성읍 덕고로535번길 26-10,(지번) 횡성읍 생운리 200,"수,목요일",https://place.map.kakao.com/183175313?openhour=1,0507-1364-7445,no_link,
에그문,일식,3.8,4건,https://place.map.kakao.com/172099837#comment,리뷰 33,https://place.map.kakao.com/172099837#review,충북 청주시 서원구 내수동로114번길 9 1층,(지번) 사창동 429,월~금 11:00 ~ 20:00 · 브레이크타임 월~토 15:00 ~ 17:00,https://place.map.kakao.com/172099837?openhour=1,043-297-7182,no_link,https://www.instagram.com/_eggmoon_/
은주식당,"호프,요리주점",5.0,3건,https://place.map.kakao.com/54350724#comment,리뷰 5,https://place.map.kakao.com/54350724#review,제주특별자치도 서귀포시 대정읍 추사로 44,(지번) 대정읍 안성리 1652-1,월~토 18:00 ~ 24:00,https://place.map.kakao.com/54350724?openhour=1,010-7458-7311,no_link,http://www.instagram.com/coolsauce
쿠로마사,일식,4.3,6건,https://place.map.kakao.com/1117812797#comment,리뷰 16,https://place.map.kakao.com/1117812797#review,충북 청주시 서원구 두꺼비로70번길 91,(지번) 산남동 967,화~금 12:00 ~ 22:00 · 브레이크타임 화~금 14:00 ~ 18:00,https://place.map.kakao.com/1117812797?openhour=1,043-288-0619,no_link,http://blog.naver.com/kuromasa
티아레나,카페,3.8,37건,https://place.map.kakao.com/292935948#comment,리뷰 32,https://place.map.kakao.com/292935948#review,서울 서대문구 연희맛로 43-2 2층,(지번) 연희동 133-21,수~일 12:00 ~ 21:00 · 브레이크타임 수~일 20:30 ~ 21:00,https://place.map.kakao.com/292935948?openhour=1,010-5754-7576,no_link,https://www.instagram.com/teaarena_tearoom/
도즈오프,반려견놀이터,5.0,3건,https://place.map.kakao.com/1572828287#comment,리뷰 23,https://place.map.kakao.com/1572828287#review,강원 원주시 신림면 신림황둔로 1060,(지번) 신림면 황둔리 563,상세보기,https://place.map.kakao.com/1572828287,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
사진관고양이,고양이카페,3.9,16건,https://place.map.kakao.com/595657212#comment,리뷰 14,https://place.map.kakao.com/595657212#review,서울 강서구 마곡중앙로 161-17 보타닉파크타워1차 313호,(지번) 마곡동 759-3,화~일 13:00 ~ 22:00,https://place.map.kakao.com/595657212?openhour=1,010-7241-7487,no_link,https://www.instagram.com/cafephocat/
테드714,카페,2.3,3건,https://place.map.kakao.com/925964256#comment,리뷰 14,https://place.map.kakao.com/925964256#review,부산 기장군 일광읍 일광로 435-9,(지번) 일광읍 동백리 318,매일 11:30 ~ 22:00,https://place.map.kakao.com/925964256?openhour=1,상세보기,https://place.map.kakao.com/925964256,https://www.instagram.com/ted714fred/
마타리,카페,3.0,5건,https://place.map.kakao.com/1038610948#comment,리뷰 26,https://place.map.kakao.com/1038610948#review,충북 옥천군 군서면 은행3길 50-1,(지번) 군서면 은행리 447-4,영업시간 화~금 12:00 ~ 17:00,https://place.map.kakao.com/1038610948?openhour=1,상세보기,https://place.map.kakao.com/1038610948,
커피웰스,카페,3.7,11건,https://place.map.kakao.com/509256605#comment,리뷰 12,https://place.map.kakao.com/509256605#review,경남 양산시 물금읍 남부마을길 10 2층,(지번) 물금읍 물금리 132-26,"월,수,목,금,토,일 11:00 ~ 23:00",https://place.map.kakao.com/509256605?openhour=1,상세보기,https://place.map.kakao.com/509256605,https://www.instagram.com/coffeewhales/
작은살레,퓨전요리,3.6,8건,https://place.map.kakao.com/1285979270#comment,리뷰 25,https://place.map.kakao.com/1285979270#review,제주특별자치도 제주시 조천읍 비자림로 685-10 1층,(지번) 조천읍 교래리 552-8,"목~일 11:00 ~ 19:30 · 브레이크타임 월,목,금,일 15:00 ~ 17:00",https://place.map.kakao.com/1285979270?openhour=1,010-6390-2212,no_link,https://www.instagram.com/saryeoni8
이스트1779,커피전문점,2.4,16건,https://place.map.kakao.com/1974590762#comment,리뷰 48,https://place.map.kakao.com/1974590762#review,경북 경주시 교촌안길 21,(지번) 교동 57-16,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,054-777-4500,https://place.map.kakao.com/1974590762,https://www.instagram.com/eyst.kr/
댕지트,애견카페,5.0,8건,https://place.map.kakao.com/2090001204#comment,리뷰 18,https://place.map.kakao.com/2090001204#review,경기 화성시 융건로 37-1,(지번) 기안동 457-50,"월,수,목,금,토,일 11:00 ~ 22:00",https://place.map.kakao.com/2090001204?openhour=1,031-223-9904,no_link,http://instagram.com/dang_git_
서광식당,양식,4.5,11건,https://place.map.kakao.com/1198686738#comment,리뷰 85,https://place.map.kakao.com/1198686738#review,경기 양주시 장흥면 호국로597번길 8-21,(지번) 장흥면 부곡리 532-1,영업시간 수~금 12:00 ~ 16:00,https://place.map.kakao.com/1198686738?openhour=1,031-826-4188,no_link,https://www.instagram.com/brunch_seogwang
티이리나,카페,5.0,1건,https://place.map.kakao.com/229804251#comment,리뷰 51,https://place.map.kakao.com/229804251#review,경남 창원시 진해구 냉천북로4번길 39,(지번) 자은동 100-1,매일 11:30 ~ 22:00,https://place.map.kakao.com/229804251?openhour=1,0507-1425-0304,no_link,
한우한상 화담,"육류,고기",3.3,3건,https://place.map.kakao.com/374370853#comment,리뷰 26,https://place.map.kakao.com/374370853#review,인천 서구 크리스탈로 78 엘림존 3층,(지번) 청라동 152-14,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,https://place.map.kakao.com/374370853?openhour=1,032-567-8141,no_link,
원남빌라,카페,4.3,4건,https://place.map.kakao.com/1471533572#comment,리뷰 49,https://place.map.kakao.com/1471533572#review,경북 구미시 원남로10길 14 1층,(지번) 원평동 387-3,화~일 11:00 ~ 20:00,https://place.map.kakao.com/1471533572?openhour=1,010-9209-9261,no_link,
카페라뷰,카페,1.8,5건,https://place.map.kakao.com/1835136604#comment,리뷰 26,https://place.map.kakao.com/1835136604#review,경기 남양주시 조안면 북한강로 654-1,(지번) 조안면 송촌리 31-29,"월,수,목,일 11:00 ~ 21:00",https://place.map.kakao.com/1835136604?openhour=1,상세보기,https://place.map.kakao.com/1835136604,
따블드모나미,카페,5.0,1건,https://place.map.kakao.com/1364460573#comment,리뷰 20,https://place.map.kakao.com/1364460573#review,강원 원주시 소초면 황골로 236,(지번) 소초면 흥양리 945-5,화~일 11:30 ~ 21:00,https://place.map.kakao.com/1364460573?openhour=1,033-745-6047,no_link,http://www.instagram.com/cafetdm
클레마티스,커피전문점,3.0,2건,https://place.map.kakao.com/1857519929#comment,리뷰 5,https://place.map.kakao.com/1857519929#review,경북 포항시 남구 포스코대로 73,(지번) 이동 60-1,화~일 09:00 ~ 24:00,https://place.map.kakao.com/1857519929?openhour=1,상세보기,https://place.map.kakao.com/1857519929,
루소홈,디저트카페,3.0,7건,https://place.map.kakao.com/1839322112#comment,리뷰 78,https://place.map.kakao.com/1839322112#review,경기 수원시 팔달구 수원천로 367 1층,(지번) 북수동 39-1,"월,화,목,금,토,일 12:00 ~ 22:00",https://place.map.kakao.com/1839322112?openhour=1,상세보기,https://place.map.kakao.com/1839322112,https://www.instagram.com/rousseauhome/
마운틴독,애견카페,5.0,2건,https://place.map.kakao.com/253227588#comment,리뷰 14,https://place.map.kakao.com/253227588#review,경남 산청군 생비량면 비량로417번길 2-23,(지번) 생비량면 가계리 993-2,화~일 11:00 ~ 22:00,https://place.map.kakao.com/253227588?openhour=1,상세보기,https://place.map.kakao.com/253227588,
루파니애견캠핑장,오토캠핑장,4.5,2건,https://place.map.kakao.com/239428349#comment,리뷰 19,https://place.map.kakao.com/239428349#review,충북 괴산군 감물면 감물로 362-54,(지번) 감물면 구월리 493,상세보기,https://place.map.kakao.com/239428349,홈페이지,https://cafe.naver.com/rupani?viewType=pc,
카페네오리즈,카페,3.5,4건,https://place.map.kakao.com/1533849877#comment,리뷰 6,https://place.map.kakao.com/1533849877#review,경기 안성시 원곡면 만세로 1080,(지번) 원곡면 칠곡리 217-1,수~일 11:30 ~ 22:30,https://place.map.kakao.com/1533849877?openhour=1,031-652-2171,no_link,
수리키친,이탈리안,4.1,29건,https://place.map.kakao.com/1087670658#comment,리뷰 18,https://place.map.kakao.com/1087670658#review,제주특별자치도 제주시 한경면 용수3길 29 1층,(지번) 한경면 용수리 4118-2,"월,화,목,금,토,일 12:00 ~ 20:00",https://place.map.kakao.com/1087670658?openhour=1,064-772-1257,no_link,https://www.instagram.com/surikitchen_jeju/
베어룸스튜디오,인테리어장식판매,3.8,18건,https://place.map.kakao.com/1919439092#comment,리뷰 102,https://place.map.kakao.com/1919439092#review,경기 수원시 팔달구 화서문로 27 3층,(지번) 장안동 319-4,영업시간 화~일 13:00 ~ 19:00,https://place.map.kakao.com/1919439092?openhour=1,상세보기,https://place.map.kakao.com/1919439092,https://instagram.com/bearoom_studio?igshid=zpntyzao8qpi
피아커피,카페,0.0,0건,https://place.map.kakao.com/2062190933#comment,리뷰 16,https://place.map.kakao.com/2062190933#review,울산 중구 옥골샘8길 9-2,(지번) 옥교동 186,화~일 11:00 ~ 22:00,https://place.map.kakao.com/2062190933?openhour=1,상세보기,https://place.map.kakao.com/2062190933,
루미케익,"제과,베이커리",3.3,14건,https://place.map.kakao.com/1353495648#comment,리뷰 39,https://place.map.kakao.com/1353495648#review,경기 파주시 가람로21번길 62-24,(지번) 와동동 1662-2,"월,화,목,금,토,일 10:00 ~ 22:00",https://place.map.kakao.com/1353495648?openhour=1,031-949-2700,no_link,https://instagram.com/rumicake
티하우스숲,카페,4.2,6건,https://place.map.kakao.com/1019924832#comment,리뷰 22,https://place.map.kakao.com/1019924832#review,강원 강릉시 모산로268번길 26-5,(지번) 유산동 651-2,"영업시간 월,목,금,일 11:00 ~ 19:00",https://place.map.kakao.com/1019924832?openhour=1,033-647-0958,no_link,https://www.instagram.com/teahouse_soop/
우정장,와인바,3.3,3건,https://place.map.kakao.com/1130812940#comment,리뷰 36,https://place.map.kakao.com/1130812940#review,경기 이천시 어재연로 28 4층,(지번) 중리동 202-6,화~토 12:00 ~ 24:00,https://place.map.kakao.com/1130812940?openhour=1,상세보기,https://place.map.kakao.com/1130812940,https://www.instagram.com/friendshipmotel/
평온,카페,5.0,1건,https://place.map.kakao.com/856498453#comment,리뷰 36,https://place.map.kakao.com/856498453#review,대구 달서구 용산로4안길 24 1층,(지번) 본리동 560-7,기간 2022년 8월 15일 ~ 2022년 10월 31일,https://place.map.kakao.com/856498453?openhour=1,053-522-5219,no_link,https://www.instagram.com/cafe_pyeongon
이끼베이커리,"제과,베이커리",4.5,10건,https://place.map.kakao.com/806740601#comment,리뷰 26,https://place.map.kakao.com/806740601#review,충북 단양군 가곡면 남한강로 658,(지번) 가곡면 사평리 115,"영업시간 월,수,목,금 08:00 ~ 17:00",https://place.map.kakao.com/806740601?openhour=1,상세보기,https://place.map.kakao.com/806740601,https://www.instagram.com/ikkibakery/
소진담 광주점,카페,2.0,6건,https://place.map.kakao.com/231063653#comment,리뷰 25,https://place.map.kakao.com/231063653#review,"광주 남구 대남대로 388 1,2층",(지번) 월산동 963-14,매일 10:00 ~ 22:00,https://place.map.kakao.com/231063653?openhour=1,062-361-0500,no_link,https://www.instagram.com/sojindam_gwangju/
피넛커피 대소점본점,"차,커피",3.3,7건,https://place.map.kakao.com/13067998#comment,리뷰 19,https://place.map.kakao.com/13067998#review,충북 음성군 대소면 오태로 67-1,(지번) 대소면 오산리 119-35,월~토 10:00 ~ 20:00,https://place.map.kakao.com/13067998?openhour=1,상세보기,https://place.map.kakao.com/13067998,https://www.instagram.com/peanut_coffee_roasters/
들꽃한정식,한식,4.8,6건,https://place.map.kakao.com/1543026294#comment,리뷰 18,https://place.map.kakao.com/1543026294#review,강원 속초시 만천7길 13,(지번) 교동 912-2,월~토 11:00 ~ 20:00 · 브레이크타임 월~토 14:00 ~ 17:00,https://place.map.kakao.com/1543026294?openhour=1,033-631-7006,no_link,
리치가든,이탈리안,0.0,0건,https://place.map.kakao.com/1786222342#comment,리뷰 10,https://place.map.kakao.com/1786222342#review,울산 남구 문수로409번길 5 아림빌딩 2층,(지번) 신정동 1629-2,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,https://place.map.kakao.com/1786222342?openhour=1,052-275-4880,no_link,https://www.instagram.com/rich_garden0513/
메종드베,디저트카페,3.7,3건,https://place.map.kakao.com/170599546#comment,리뷰 6,https://place.map.kakao.com/170599546#review,부산 연제구 쌍미천로 82 1층,(지번) 연산동 1135-111,"월,화,수,목요일",https://place.map.kakao.com/170599546?openhour=1,상세보기,https://place.map.kakao.com/170599546,http://www.maisondew.com/
벨로빈,양식,2.0,9건,https://place.map.kakao.com/22379419#comment,리뷰 19,https://place.map.kakao.com/22379419#review,경기 안양시 동안구 동편로 43,(지번) 관양동 1710-2,"월,수,목,금,토 12:00 ~ 22:00 · 브레이크타임 월,수,목,금 15:00 ~ 17:00",https://place.map.kakao.com/22379419?openhour=1,상세보기,https://place.map.kakao.com/22379419,
루블루,카페,1.8,4건,https://place.map.kakao.com/27483015#comment,리뷰 11,https://place.map.kakao.com/27483015#review,부산 영도구 절영로 192,(지번) 영선동4가 604,화~일 11:00 ~ 23:00,https://place.map.kakao.com/27483015?openhour=1,상세보기,https://place.map.kakao.com/27483015,http://blog.naver.com/parangparang1004/
카페거기,디저트카페,3.2,5건,https://place.map.kakao.com/1207591512#comment,리뷰 19,https://place.map.kakao.com/1207591512#review,인천 강화군 화도면 해안남로1134번길 3 1층,(지번) 화도면 사기리 211-2,목요일 휴무,https://place.map.kakao.com/1207591512?openhour=1,상세보기,https://place.map.kakao.com/1207591512,
강선생,애견카페,4.7,12건,https://place.map.kakao.com/889468996#comment,리뷰 17,https://place.map.kakao.com/889468996#review,전북 전주시 덕진구 아중6길 9 1층,(지번) 우아동2가 902-4,영업시간 수~일 11:30 ~ 19:00,https://place.map.kakao.com/889468996?openhour=1,010-6301-1653,no_link,http://instagram.com/cafe.mrkang
느리게걷기,카페,2.4,5건,https://place.map.kakao.com/542393634#comment,리뷰 22,https://place.map.kakao.com/542393634#review,충북 충주시 고든골길 63-21,(지번) 직동 375,매일 11:00 ~ 21:00,https://place.map.kakao.com/542393634?openhour=1,상세보기,https://place.map.kakao.com/542393634,
페트,카페,4.4,30건,https://place.map.kakao.com/27140325#comment,리뷰 26,https://place.map.kakao.com/27140325#review,경북 경주시 포석로 1097,(지번) 황남동 271-37,"월,수,목,금,토,일 12:00 ~ 21:00",https://place.map.kakao.com/27140325?openhour=1,054-777-1097,no_link,
사한카페,카페,2.0,4건,https://place.map.kakao.com/667830700#comment,리뷰 19,https://place.map.kakao.com/667830700#review,인천 남동구 선수촌공원로55번길 11-8 1층,(지번) 구월동 1493-6,월~토 10:00 ~ 23:00,https://place.map.kakao.com/667830700?openhour=1,상세보기,https://place.map.kakao.com/667830700,
위코브,카페,3.2,16건,https://place.map.kakao.com/2068486560#comment,리뷰 5,https://place.map.kakao.com/2068486560#review,서울 성북구 고려대로7가길 1,(지번) 안암동2가 61,영업시간 월~토 11:00 ~ 18:00,https://place.map.kakao.com/2068486560?openhour=1,상세보기,https://place.map.kakao.com/2068486560,https://instagram.com/cafe.weekof
카페 그리트,카페,3.5,11건,https://place.map.kakao.com/113811599#comment,리뷰 65,https://place.map.kakao.com/113811599#review,경기 수원시 팔달구 신풍로23번길 63-10,(지번) 신풍동 123-34,매일 12:30 ~ 22:00,https://place.map.kakao.com/113811599?openhour=1,상세보기,https://place.map.kakao.com/113811599,https://www.instagram.com/cafe_greet_/
스위트올리비아,"제과,베이커리",2.8,5건,https://place.map.kakao.com/1898725720#comment,리뷰 4,https://place.map.kakao.com/1898725720#review,제주특별자치도 제주시 인다4길 19 라움빌딩 1층,(지번) 아라일동 6130-11,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,070-8869-5631,https://place.map.kakao.com/1898725720,https://www.instagram.com/sweetoliviacake/
일호집,닭요리,3.8,5건,https://place.map.kakao.com/10737458#comment,리뷰 5,https://place.map.kakao.com/10737458#review,경기 파주시 새꽃로 224,(지번) 아동동 355-2,매일 17:00 ~ 02:00,https://place.map.kakao.com/10737458?openhour=1,031-944-5263,no_link,
읍내삼겹,삼겹살,2.3,3건,https://place.map.kakao.com/407864054#comment,리뷰 2,https://place.map.kakao.com/407864054#review,울산 울주군 삼남읍 상평1길 4,(지번) 삼남읍 교동리 350-5,월~토 17:00 ~ 21:30,https://place.map.kakao.com/407864054?openhour=1,052-264-3359,no_link,
라제르베르,"제과,베이커리",0.0,0건,https://place.map.kakao.com/1588219500#comment,리뷰 36,https://place.map.kakao.com/1588219500#review,경남 거제시 거제중앙로 1840,(지번) 고현동 207-3,매일 12:00 ~ 20:00,https://place.map.kakao.com/1588219500?openhour=1,상세보기,https://place.map.kakao.com/1588219500,https://blog.naver.com/lagerber
비,카페,3.0,1건,https://place.map.kakao.com/27357803#comment,리뷰 1,https://place.map.kakao.com/27357803#review,경남 창원시 의창구 동읍 용남길10번길 77-61,(지번) 동읍 용전리 48,"월,화,수,목요일",https://place.map.kakao.com/27357803?openhour=1,055-298-8399,no_link,
카페베네딕트,카페,5.0,1건,https://place.map.kakao.com/290012079#comment,리뷰 18,https://place.map.kakao.com/290012079#review,경북 경주시 안강읍 안현로 1625-14,(지번) 안강읍 양월리 278-8,"영업시간 월,화,목,금,토,일 10:00 ~ 18:00",https://place.map.kakao.com/290012079?openhour=1,010-9493-0639,no_link,https://www.instagram.com/benedict_h70/
하루나,회,4.5,8건,https://place.map.kakao.com/1418105059#comment,리뷰 0,https://place.map.kakao.com/1418105059#review,제주특별자치도 제주시 한라대학로 97 1층,(지번) 노형동 762-7,화~일 17:00 ~ 02:00,https://place.map.kakao.com/1418105059?openhour=1,010-6678-4441,no_link,
사옥카페,카페,5.0,1건,https://place.map.kakao.com/1511622156#comment,리뷰 64,https://place.map.kakao.com/1511622156#review,충남 천안시 동남구 구성12길 9 주건축물 4동 1층,(지번) 구성동 472-2,매일 11:00 ~ 21:00,https://place.map.kakao.com/1511622156?openhour=1,상세보기,https://place.map.kakao.com/1511622156,https://www.instagram.com/unity_coffee_roasters
꾸끼,카페,4.9,11건,https://place.map.kakao.com/463875337#comment,리뷰 7,https://place.map.kakao.com/463875337#review,제주특별자치도 제주시 구좌읍 해맞이해안로 1616,(지번) 구좌읍 하도리 3075,상세보기,https://place.map.kakao.com/463875337,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
카페드다온,카페,5.0,1건,https://place.map.kakao.com/1013432565#comment,리뷰 23,https://place.map.kakao.com/1013432565#review,경기 화성시 봉담읍 와우안길 65,(지번) 봉담읍 와우리 91-3,매일 11:00 ~ 22:00,https://place.map.kakao.com/1013432565?openhour=1,070-7872-7873,no_link,
쥰쇼쿠도,일식,4.5,19건,https://place.map.kakao.com/27340877#comment,리뷰 27,https://place.map.kakao.com/27340877#review,서울 송파구 백제고분로43길 8,(지번) 송파동 46-19,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 14:30 ~ 16:30,https://place.map.kakao.com/27340877?openhour=1,상세보기,https://place.map.kakao.com/27340877,
카페브리즈,카페,3.2,6건,https://place.map.kakao.com/245334616#comment,리뷰 26,https://place.map.kakao.com/245334616#review,전북 전주시 완산구 전동성당길 66,(지번) 전동 16-2,매일 11:00 ~ 20:00,https://place.map.kakao.com/245334616?openhour=1,상세보기,https://place.map.kakao.com/245334616,
규담,"호프,요리주점",3.4,10건,https://place.map.kakao.com/2122354515#comment,리뷰 10,https://place.map.kakao.com/2122354515#review,서울 영등포구 당산로 8-3 1층,(지번) 문래동3가 58-8,화~토 11:30 ~ 20:30,https://place.map.kakao.com/2122354515?openhour=1,상세보기,https://place.map.kakao.com/2122354515,https://www.instagram.com/beer_gyudam
장기식당,곰탕,1.0,1건,https://place.map.kakao.com/14095025#comment,리뷰 1,https://place.map.kakao.com/14095025#review,경북 포항시 북구 상대로 30,(지번) 죽도동 703,상세보기,https://place.map.kakao.com/14095025,홈페이지,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,
아마랑뜨,디저트카페,3.0,4건,https://place.map.kakao.com/761626457#comment,리뷰 4,https://place.map.kakao.com/761626457#review,경북 경산시 강변동로 150-9,(지번) 중방동 818-176,"영업시간 월,수,목,금,토,일 11:00 ~ 18:00",https://place.map.kakao.com/761626457?openhour=1,010-8233-6247,no_link,https://www.instagram.com/amarante_cafe/
카페 운트,카페,4.6,11건,https://place.map.kakao.com/152593370#comment,리뷰 24,https://place.map.kakao.com/152593370#review,경기 수원시 영통구 반달로7번길 6 센타프라자 104호,(지번) 영통동 998-5,수~토 12:00 ~ 22:00,https://place.map.kakao.com/152593370?openhour=1,031-895-4810,no_link,http://instagram.com/cafe.und
팬시,카페,3.6,7건,https://place.map.kakao.com/888802341#comment,리뷰 2,https://place.map.kakao.com/888802341#review,경기 구리시 갈매순환로126번길 57 1층,(지번) 갈매동 387-41,매일 10:00 ~ 22:00,https://place.map.kakao.com/888802341?openhour=1,031-572-3274,no_link,
BRR,커피전문점,(30),후기 미제공,no_link,리뷰 0,https://place.map.kakao.com/150973233#review,(지번) 북수동 125-1,Hidden Link,상세보기,https://place.map.kakao.com/150973233,1515-8989,https://www.instagram.com/cafe_brr/,
셔터,카페,4.7,3건,https://place.map.kakao.com/909766334#comment,리뷰 18,https://place.map.kakao.com/909766334#review,경기 화성시 동탄순환대로3가길 11 1층,(지번) 송동 711-2,화~토 12:00 ~ 21:00,https://place.map.kakao.com/909766334?openhour=1,010-3900-5035,no_link,https://www.instagram.com/cafe_shutter
보헤미안,커피전문점,3.0,2건,https://place.map.kakao.com/17531065#comment,리뷰 0,https://place.map.kakao.com/17531065#review,경북 안동시 전거리1길 61 1층,(지번) 용상동 1624-4,매일 11:00 ~ 23:00,https://place.map.kakao.com/17531065?openhour=1,054-821-6002,no_link,http://instagram.com/andongbohemian
뜨라네,카페,3.7,3건,https://place.map.kakao.com/1304955773#comment,리뷰 38,https://place.map.kakao.com/1304955773#review,경북 경주시 경감로 142-1,(지번) 보문동 40-29,매일 11:00 ~ 23:00,https://place.map.kakao.com/1304955773?openhour=1,054-775-8252,no_link,https://instagram.com/ddrane_cafe
아르스,커피전문점,5.0,3건,https://place.map.kakao.com/332581484#comment,리뷰 1,https://place.map.kakao.com/332581484#review,"세종특별자치시 장군면 황미창말길 84-13 1,2층",(지번) 장군면 송학리 351-1,영업시간 화~일 10:30 ~ 19:00,https://place.map.kakao.com/332581484?openhour=1,상세보기,https://place.map.kakao.com/332581484,
슬랩트,카페,3.1,46건,https://place.map.kakao.com/127359506#comment,리뷰 47,https://place.map.kakao.com/127359506#review,경북 경주시 계림로 64,(지번) 황남동 13-1,"영업시간 월,화,목,금,토,일 09:00 ~ 19:00",https://place.map.kakao.com/127359506?openhour=1,상세보기,https://place.map.kakao.com/127359506,https://www.instagram.com/slept.official/
이스커피,카페,0.0,0건,https://place.map.kakao.com/1117660269#comment,리뷰 7,https://place.map.kakao.com/1117660269#review,"강원 홍천군 홍천읍 닭바위2길 24 1,2층",(지번) 홍천읍 갈마곡리 252-6,화~일 11:00 ~ 22:00,https://place.map.kakao.com/1117660269?openhour=1,상세보기,https://place.map.kakao.com/1117660269,
넥스트챕터,카페,5.0,4건,https://place.map.kakao.com/1430481486#comment,리뷰 15,https://place.map.kakao.com/1430481486#review,부산 해운대구 해운대로 814 세종월드프라자 B동 2층,(지번) 좌동 1479-3,"영업시간 월,화,수,목,일 11:00 ~ 18:00",https://place.map.kakao.com/1430481486?openhour=1,상세보기,https://place.map.kakao.com/1430481486,https://www.instagram.com/cafe.nextchapter/
겐츠베이커리 귀산점,"제과,베이커리",1.0,2건,https://place.map.kakao.com/2068575949#comment,리뷰 7,https://place.map.kakao.com/2068575949#review,경남 창원시 성산구 귀산로 19,(지번) 귀산동 466-3,매일 10:30 ~ 24:00,https://place.map.kakao.com/2068575949?openhour=1,상세보기,https://place.map.kakao.com/2068575949,
루블갤러리앤커피,갤러리카페,0.0,0건,https://place.map.kakao.com/67148430#comment,리뷰 9,https://place.map.kakao.com/67148430#review,"경남 창원시 진해구 태백서로47번길 12 1,2층",(지번) 태백동 4-86,Hidden Link,https://map.kakao.com/?q=%EB%85%B8%ED%82%A4%EC%A6%88%EC%A1%B4,070-4414-2188,https://place.map.kakao.com/67148430,
24어클락,카페,5.0,1건,https://place.map.kakao.com/1319341001#comment,리뷰 14,https://place.map.kakao.com/1319341001#review,경북 경주시 북성로 123,(지번) 성동동 269,"월,수,목,금,토,일 00:00 ~ 24:00",https://place.map.kakao.com/1319341001?openhour=1,상세보기,https://place.map.kakao.com/1319341001,
